gene_name	chr	gene_start	gene_end	strand	TSS_start	TSS_end
PARP8	chr5	50665899	50846519	+	50666760	50666810
PARP9	chr3	122527924	122564577	-	122564527	122564577
PARPBP	chr12	102120183	102197520	+	102123885	102123935
PARVA	chr11	12377563	12535356	+	12473743	12473793
PARVB	chr22	43999211	44172939	+	43999210	43999260
PARVG	chr22	44172956	44219533	+	44181397	44181447
PASK	chr2	241106099	241150264	-	241149431	241149481
PATE1	chr11	125746279	125749867	+	125746292	125746342
PATE2	chr11	125776113	125778828	-	125778769	125778819
PATE3	chr11	125788127	125791600	+	125788110	125788160
PATE4	chr11	125833316	125840072	+	125833315	125833365
PATL1	chr11	59636716	59669037	-	59668930	59668980
PATL2	chr15	44665732	44711323	-	44676865	44676888
PATZ1	chr22	31325804	31346346	-	31343541	31343591
PAWR	chr12	79574979	79690964	-	79690555	79690581
PAX1	chr20	21705659	21718481	+	21705686	21705736
PAX2	chr10	100735396	100829944	+	100746178	100746228
PAX3	chr2	222199887	222298998	-	222221360	222221410
PAX4	chr7	127610292	127618142	-	127615620	127615670
PAX5	chr9	36833269	37034268	-	36966548	36966589
PAX6	chr11	31784779	31817961	-	31811114	31811137
PAX8	chr2	113215997	113278921	-	113241729	113241779
PAX9	chr14	36657568	36679362	+	36657567	36657617
PAXBP1	chr21	32733899	32771792	-	32771742	32771858
PAXIP1	chr7	154943687	155003124	-	154983694	154983744
PAXX	chr9	136992422	136993984	+	136992417	136992467
PBK	chr8	27809624	27838082	-	27837759	27837809
PBLD	chr10	68282660	68333049	-	68306829	68306879
PBOV1	chr6	138215986	138218491	-	138218441	138218491
PBRM1	chr3	52545352	52685917	-	52678517	52678567
PBX2	chr6	32184733	32190202	-	32189892	32189942
PBX3	chr9	125747345	125967377	+	125747373	125747423
PBX4	chr19	19561707	19618693	-	19618643	19618693
PC	chr11	66848417	66958386	-	66860425	66958376
PCARE	chr2	29060976	29074523	-	29062105	29062155
PCBD1	chr10	70882280	70888565	-	70885849	70885899
PCBD2	chr5	134905120	135007959	+	134905172	134905222
PCBP1	chr2	70087477	70089203	+	70087453	70087503
PCBP2	chr12	53452102	53481162	+	53468467	53468517
PCBP3	chr21	45643694	45942454	+	45858936	45858986
PCBP4	chr3	51957454	51974016	-	51968360	51968410
PCCA	chr13	100089015	100530437	+	100089082	100089132
PCCB	chr3	136250340	136337896	+	136255856	136255906
PCDH1	chr5	141853090	141879246	-	141878360	141878410
PCDH10	chr4	133149294	133208606	+	133154892	133154942
PCDH12	chr5	141943581	141969741	-	141958762	141958812
PCDH15	chr10	53802771	55627942	-	54801241	54801291
PCDH17	chr13	57631744	57729311	+	57634382	57634432
PCDH18	chr4	137518918	137532494	-	137529526	137529576
PCDH20	chr13	61409685	61415522	-	61415472	61415522
PCDH7	chr4	30720415	31146805	+	30720414	30720464
PCDH8	chr13	52842889	52848641	-	52848591	52848641
PCDH9	chr13	66302834	67230445	-	66306259	66306309
PCDHA1	chr5	140786136	141012347	+	140786135	140786185
PCDHA10	chr5	140855883	141012347	+	140856009	140856059
PCDHA11	chr5	140868183	141012347	+	140871217	140871267
PCDHA12	chr5	140875302	141012347	+	140875301	140875351
PCDHA13	chr5	140882124	141012347	+	140882207	140882318
PCDHA2	chr5	140794852	141012347	+	140794851	140794908
PCDHA3	chr5	140801028	141012347	+	140801027	140801077
PCDHA4	chr5	140806929	141012347	+	140806928	140806945
PCDHA5	chr5	140821604	141012347	+	140821636	140821686
PCDHA6	chr5	140827958	141012347	+	140827977	140828027
PCDHA7	chr5	140834248	141012347	+	140834247	140834297
PCDHA8	chr5	140841187	141012347	+	140841186	140841236
PCDHA9	chr5	140847772	141012347	+	140847771	140847821
PCDHAC1	chr5	140926299	141012347	+	140926892	140926942
PCDHAC2	chr5	140966470	141012347	+	140966469	140966519
PCDHB1	chr5	141051374	141059346	+	141051134	141051184
PCDHB10	chr5	141192353	141195647	+	141192352	141192402
PCDHB11	chr5	141199610	141203779	+	141199581	141199631
PCDHB12	chr5	141208697	141212571	+	141208696	141208746
PCDHB13	chr5	141213919	141218979	+	141213918	141213968
PCDHB14	chr5	141223343	141227759	+	141223358	141223408
PCDHB15	chr5	141245395	141249365	+	141245348	141245444
PCDHB16	chr5	141182387	141186226	+	141182402	141182452
PCDHB2	chr5	141094606	141098703	+	141094577	141094655
PCDHB3	chr5	141100473	141103827	+	141100472	141100522
PCDHB4	chr5	141121818	141125623	+	141121817	141121867
PCDHB5	chr5	141135206	141138615	+	141135217	141135278
PCDHB6	chr5	141150057	141153287	+	141150101	141150151
PCDHB7	chr5	141172644	141176383	+	141172618	141172668
PCDHB8	chr5	141177790	141180539	+	141177789	141177839
PCDHB9	chr5	141187127	141191541	+	141187206	141187256
PCDHGA1	chr5	141330514	141512975	+	141330570	141330620
PCDHGA10	chr5	141412987	141512975	+	141412986	141413036
PCDHGA11	chr5	141421047	141512975	+	141421046	141421096
PCDHGA12	chr5	141430507	141512975	+	141430588	141430638
PCDHGA2	chr5	141338760	141512975	+	141338759	141338809
PCDHGA3	chr5	141343829	141512975	+	141343828	141343878
PCDHGA4	chr5	141355021	141512975	+	141355024	141355074
PCDHGA5	chr5	141364162	141512975	+	141364231	141364281
PCDHGA6	chr5	141373891	141512975	+	141373992	141374042
PCDHGA7	chr5	141382739	141512975	+	141382738	141382788
PCDHGA8	chr5	141390157	141512975	+	141390156	141390206
PCDHGA9	chr5	141402778	141512975	+	141402952	141403002
PCDHGB1	chr5	141350099	141512975	+	141350101	141350151
PCDHGB2	chr5	141359994	141512975	+	141360041	141360091
PCDHGB3	chr5	141370242	141512975	+	141370394	141370444
PCDHGB4	chr5	141387698	141512975	+	141387697	141387747
PCDHGB5	chr5	141397947	141512975	+	141397986	141398036
PCDHGB6	chr5	141408021	141512975	+	141408020	141408070
PCDHGB7	chr5	141417645	141512975	+	141417644	141417694
PCDHGC3	chr5	141475947	141512977	+	141475946	141476029
PCDHGC4	chr5	141484997	141512975	+	141485062	141485112
PCDHGC5	chr5	141489081	141512975	+	141489120	141489170
PCED1A	chr20	2835314	2841190	-	2838316	2838366
PCED1B	chr12	47079603	47236662	+	47223500	47223594
PCF11	chr11	83156988	83187451	+	83171250	83171297
PCGF1	chr2	74505043	74507695	-	74507367	74507417
PCGF2	chr17	38733898	38749817	-	38748328	38748378
PCGF3	chr4	705748	770640	+	705781	705833
PCGF5	chr10	91163012	91284337	+	91220176	91220226
PCGF6	chr10	103302796	103351144	-	103351084	103351134
PCID2	chr13	113177536	113208715	-	113208665	113208715
PCIF1	chr20	45934683	45948023	+	45945006	45945030
PCK1	chr20	57561080	57568121	+	57562833	57562883
PCK2	chr14	24094052	24110597	+	24094310	24094360
PCLAF	chr15	64364304	64387687	-	64381394	64381444
PCLO	chr7	82754012	83162930	-	82879412	82879462
PCM1	chr8	17922968	18029948	+	17922967	17923017
PCMT1	chr6	149749443	149811420	+	149810039	149810089
PCMTD1	chr8	51817575	51899186	-	51899136	51899186
PCMTD2	chr20	64255695	64287821	+	64259830	64259880
PCNA	chr20	5114953	5126626	-	5119976	5120026
PCNP	chr3	101574180	101594465	+	101589748	101589798
PCNT	chr21	46324141	46445769	+	46348238	46348288
PCNX1	chr14	70907405	71115382	+	71078650	71078700
PCNX3	chr11	65615776	65637439	+	65625126	65625176
PCNX4	chr14	60091911	60169133	+	60091976	60092026
PCOLCE	chr7	100602363	100608175	+	100603785	100603835
PCOLCE2	chr3	142815922	142889206	-	142888695	142888745
PCP2	chr19	7631611	7633719	-	7633698	7633748
PCP4	chr21	39867438	39929397	+	39867438	39867500
PCSK1	chr5	96390333	96434143	-	96434093	96434143
PCSK2	chr20	17226107	17484578	+	17226990	17227040
PCSK4	chr19	1481428	1490752	-	1490687	1490752
PCSK5	chr9	75890644	76362975	+	75890669	76096026
PCSK6	chr15	101289784	101525202	-	101313375	101313402
PCSK7	chr11	117204337	117232525	-	117208631	117208681
PCTP	chr17	55751051	55842830	+	55751060	55751110
PCYOX1	chr2	70257386	70281185	+	70257725	70257775
PCYOX1L	chr5	149358037	149369653	+	149363068	149363118
PCYT1A	chr3	196214222	196287957	-	196287676	196287726
PCYT2	chr17	81900958	81911432	-	81911382	81911432
PDAP1	chr7	99392048	99408597	-	99408540	99408590
PDCD1	chr2	241849884	241858894	-	241858858	241858908
PDCD10	chr3	167683298	167734939	-	167734880	167734930
PDCD11	chr10	103396626	103446294	+	103396647	103396697
PDCD1LG2	chr9	5510531	5571282	+	5510569	5510619
PDCD2	chr6	170575295	170584692	-	170584595	170584660
PDCD2L	chr19	34404399	34426168	+	34404383	34404433
PDCD4	chr10	110871795	110900006	+	110885252	110885302
PDCD5	chr19	32581190	32587453	+	32581201	32581251
PDCD6	chr5	271621	314974	+	272711	272761
PDCD6IP	chr3	33798571	33869707	+	33863895	33863945
PDCD7	chr15	65117379	65133808	-	65133786	65133836
PDCL	chr9	122798389	122828588	-	122826702	122826752
PDCL2	chr4	55556519	55592245	-	55592162	55592212
PDCL3	chr2	100562993	100576739	+	100568954	100569004
PDE10A	chr6	165327287	165988117	-	165662050	165662100
PDE11A	chr2	177623244	178108339	-	177888726	177888776
PDE12	chr3	57556274	57566848	+	57556275	57556325
PDE1A	chr2	182140036	182523192	-	182522688	182522738
PDE1B	chr12	54549601	54579239	+	54561443	54561493
PDE1C	chr7	31751179	32428131	-	32070812	32070862
PDE2A	chr11	72576141	72674591	-	72674400	72674450
PDE3A	chr12	20368537	20688583	+	20370124	20370174
PDE3B	chr11	14643804	14872044	+	14644259	14644309
PDE4A	chr19	10416773	10469630	+	10453283	10453329
PDE4C	chr19	18208652	18248200	-	18221182	18221232
PDE4D	chr5	58969038	60522120	-	60488048	60488098
PDE5A	chr4	119494397	119628804	-	119519592	119519642
PDE6A	chr5	149857953	149944793	-	149944743	149944793
PDE6B	chr4	625573	670782	+	653176	653226
PDE6C	chr10	93612537	93666010	+	93662055	93662105
PDE6D	chr2	231732433	231786272	-	231781259	231781309
PDE6G	chr17	81650459	81663112	-	81656521	81656571
PDE6H	chr12	14973042	14981865	+	14973021	14973071
PDE7A	chr8	65714334	65842322	-	65842038	65842088
PDE7B	chr6	135851701	136195574	+	135851695	135851745
PDE8A	chr15	84980440	85139145	+	85099756	85099806
PDE8B	chr5	77210449	77428256	+	77213943	77213990
PDE9A	chr21	42653621	42775509	+	42686196	42686246
PDF	chr16	69326913	69330588	-	69330545	69330595
PDGFA	chr7	497258	520296	-	519359	519409
PDGFB	chr22	39223359	39244982	-	39241080	39241130
PDGFC	chr4	156760454	156971799	-	156970915	156970965
PDGFD	chr11	103907189	104164379	-	104164057	104164379
PDGFRA	chr4	54229280	54298245	+	54229842	54229892
PDGFRB	chr5	150113839	150155872	-	150155822	150155872
PDGFRL	chr8	17576433	17644071	+	17576432	17576482
PDHA2	chr4	95840093	95841464	+	95840018	95840068
PDHB	chr3	58427630	58433857	-	58433807	58433857
PDHX	chr11	34915829	35020591	+	34977783	34977810
PDIA2	chr16	283164	287215	+	283163	283213
PDIA3	chr15	43746394	43773279	+	43746391	43746459
PDIA4	chr7	149003062	149028662	-	149028418	149028468
PDIA5	chr3	123067025	123225227	+	123067061	123067111
PDIA6	chr2	10783391	10837977	-	10820814	10820864
PDILT	chr16	20359175	20404737	-	20404506	20404556
PDK1	chr2	172555373	172608669	+	172556564	172556614
PDK2	chr17	50094737	50112152	+	50095736	50095786
PDK4	chr7	95583499	95596516	-	95589667	95589717
PDLIM1	chr10	95237572	95291012	-	95290974	95291024
PDLIM2	chr8	22578279	22598025	+	22579645	22579695
PDLIM3	chr4	185500660	185535507	-	185535458	185535508
PDLIM4	chr5	132257696	132273454	+	132257670	132257745
PDLIM5	chr4	94451857	94668227	+	94455266	94455316
PDLIM7	chr5	177483394	177497606	-	177497556	177497606
PDP1	chr8	93857807	93926068	+	93919878	93919928
PDP2	chr16	66878589	66895754	+	66880548	66880598
PDPK1	chr16	2537979	2603188	+	2557443	2557493
PDPR	chr16	70114332	70162537	+	70145803	70145853
PDRG1	chr20	31944337	31952046	-	31952042	31952092
PDS5A	chr4	39822863	39977956	-	39874350	39874408
PDS5B	chr13	32586452	32778019	+	32700983	32701033
PDSS1	chr10	26697701	26746798	+	26705307	26705357
PDSS2	chr6	107152562	107459564	-	107459514	107459564
PDX1	chr13	27920000	27926313	+	27920019	27920069
PDXDC1	chr16	14974591	15139339	+	15009310	15009360
PDXK	chr21	43719094	43762307	+	43719175	43719225
PDXP	chr22	37658723	37666932	+	37664910	37664960
PDYN	chr20	1978757	1994285	-	1993698	1993748
PDZD2	chr5	31639131	32110932	+	32059331	32059356
PDZD3	chr11	119185457	119190223	+	119185474	119185524
PDZD7	chr10	101007679	101032295	-	101031107	101031157
PDZD8	chr10	117277274	117375440	-	117314185	117314235
PDZD9	chr16	22280232	22297482	-	22001060	22001110
PDZRN3	chr3	73382431	73624941	-	73388096	73388146
PDZRN4	chr12	41188320	41574745	+	41437682	41437732
PEAK1	chr15	77100656	77420144	-	77179758	77179808
PEAK3	chr19	2274631	2282175	-	2282126	2282176
PEBP1	chr12	118136124	118145584	+	118139016	118139066
PEBP4	chr8	22713251	23000000	-	22999950	23000000
PECAM1	chr17	64319415	64413776	-	64398341	64398391
PECR	chr2	215996329	216082955	-	216057897	216057947
PEDS1	chr20	50118254	50153734	-	50153684	50153734
PEDS1-UBE2V1	chr20	50081124	50153637	-	50153587	50153637
PEG10	chr7	94656325	94669695	+	94656324	94656374
PEG3	chr19	56810077	56840728	-	56840676	56840726
PELI1	chr2	64092652	64144420	-	64144404	64144454
PELI2	chr14	56117814	56301524	+	56117813	56117863
PELI3	chr11	66466327	66477337	+	66466917	66466973
PELO	chr5	52787916	52804044	+	52787939	52787989
PELP1	chr17	4669774	4704337	-	4676194	4676244
PEMT	chr17	17505563	17591708	-	17506273	17506323
PENK	chr8	56436674	56446671	-	56445598	56445648
PEPD	chr19	33386950	33521791	-	33521744	33521794
PER1	chr17	8140472	8156506	-	8147955	8148005
PER2	chr2	238244044	238290102	-	238288559	238290102
PERP	chr6	138088505	138107419	-	138107461	138107511
PES1	chr22	30576625	30607083	-	30607008	30607058
PET100	chr19	7629793	7631956	+	7629808	7629858
PET117	chr20	18137863	18143169	+	18137872	18137922
PEX1	chr7	92487020	92528520	-	92513917	92513967
PEX11A	chr15	89677764	89690783	-	89690732	89690782
PEX11G	chr19	7476875	7497449	-	7497402	7497449
PEX12	chr17	35574795	35578863	-	35578813	35578863
PEX13	chr2	61017225	61051990	+	61017719	61017769
PEX16	chr11	45909663	45918812	-	45918028	45918078
PEX2	chr8	76980258	77001044	-	77000897	77000947
PEX26	chr22	18077923	18105396	+	18078376	18078426
PEX3	chr6	143450805	143490616	+	143450806	143450856
PEX5	chr12	7188685	7218574	+	7210129	7210179
PEX5L	chr3	179794958	180037053	-	179974028	179974078
PEX6	chr6	42963865	42979181	-	42979170	42979220
PEX7	chr6	136822564	136913934	+	136822563	136822613
PF4	chr4	73980811	73982027	-	73982074	73982124
PF4V1	chr4	73853296	73854483	+	73853188	73853238
PFAS	chr17	8247618	8270491	+	8247617	8247667
PFDN1	chr5	140245035	140303113	-	140281485	140281535
PFDN4	chr20	54208087	54228052	+	54208299	54208349
PFDN5	chr12	53295291	53299452	+	53297787	53297837
PFDN6	chr6	33210906	33220005	+	33289301	33289351
PFKFB3	chr10	6144934	6254644	+	6202899	6202949
PFKFB4	chr3	48517684	48562015	-	48561122	48561172
PFKL	chr21	44300051	44327376	+	44300066	44300116
PFKM	chr12	48105139	48146404	+	48119342	48119392
PFKP	chr10	3066333	3137718	+	3129006	3129056
PFN1	chr17	4945652	4949061	-	4949011	4949061
PFN2	chr3	149964904	150050788	-	149970854	149970904
PFN3	chr5	177400109	177400661	-	177400586	177400636
PFN4	chr2	24114809	24123464	-	24123269	24123319
PGA3	chr11	61203307	61213098	+	61210753	61210803
PGA4	chr11	61222347	61231694	+	61222350	61222400
PGA5	chr11	61241175	61251444	+	61241176	61241226
PGAM1	chr10	97426191	97433444	+	97427533	97427583
PGAM2	chr7	44062727	44065567	-	44065537	44065587
PGAM5	chr12	132710819	132722734	+	132714752	132714802
PGAP1	chr2	196833004	196927796	-	196927746	196927796
PGAP2	chr11	3797724	3826371	+	3797897	3797947
PGAP3	chr17	39671122	39696797	-	39688007	39688057
PGAP4	chr9	101473170	101533537	-	101487143	101487193
PGAP6	chr16	370788	387113	-	375025	375075
PGBD1	chr6	28281572	28302549	+	28281571	28281621
PGBD4	chr15	34102083	34108686	+	34102072	34102122
PGC	chr6	41736711	41754109	-	41754059	41754109
PGF	chr14	74941834	74955626	-	74955192	74955242
PGGHG	chr11	289126	296107	+	289558	289608
PGGT1B	chr5	115204012	115262877	-	115231734	115231784
PGK2	chr6	49785660	49787285	-	49787257	49787307
PGLS	chr19	17511636	17521288	+	17511628	17511678
PGLYRP1	chr19	46019153	46023053	-	46023015	46023065
PGLYRP2	chr19	15468645	15498956	-	15479451	15479501
PGM2	chr4	37826660	37862937	+	37847039	37847089
PGM2L1	chr11	74330316	74398433	-	74398423	74398473
PGM3	chr6	83161150	83193936	-	83193243	83193293
PGM5	chr9	68328308	68531061	+	68356898	68356948
PGP	chr16	2211593	2214840	-	2213849	2213899
PGPEP1	chr19	18340598	18369950	+	18340597	18340658
PGPEP1L	chr15	98968229	99007792	-	99007745	99007795
PGR	chr11	101029624	101129813	-	101129763	101129813
PGRMC2	chr4	128269237	128288829	-	128273011	128273061
PGS1	chr17	78378649	78425114	+	78378639	78378689
PHACTR1	chr6	12716312	13290446	+	12749434	13272721
PHACTR2	chr6	143536845	143831185	+	143536844	143536894
PHACTR3	chr20	59577509	59847711	+	59628608	59628658
PHAF1	chr16	67109941	67148544	+	67109957	67110004
PHAX	chr5	126600925	126627252	+	126617234	126617284
PHB2	chr12	6965327	6970780	-	6970775	6970825
PHC1	chr12	8913896	8941467	+	8930611	8930661
PHC3	chr3	170086732	170181749	-	170181701	170181749
PHETA1	chr12	111360651	111369121	-	111369045	111369121
PHETA2	chr22	42074248	42079438	+	42074250	42074300
PHF1	chr6	33410399	33416453	+	33415240	33415290
PHF10	chr6	169703902	169725566	-	169723881	169723931
PHF11	chr13	49495610	49528981	+	49496354	49496404
PHF12	chr17	28905250	28951771	-	28951556	28951606
PHF14	chr7	10973336	11169623	+	10973871	10973921
PHF19	chr9	120855651	120894896	-	120876383	120876433
PHF2	chr9	93576584	93679587	+	93576626	93576676
PHF20	chr20	35771974	35950370	+	35771982	35772061
PHF20L1	chr8	132775358	132848807	+	132799158	132799172
PHF21A	chr11	45929319	46121454	-	46121128	46121178
PHF21B	chr22	44881162	45010005	-	45009949	45009999
PHF23	chr17	7235029	7239722	-	7239456	7239506
PHF24	chr9	34957608	34982544	+	34958323	34958373
PHF3	chr6	63635802	63779336	+	63702292	63702342
PHF5A	chr22	41459717	41468692	-	41468675	41468725
PHF7	chr3	52410660	52423641	+	52414522	52414572
PHGR1	chr15	40351033	40356434	+	40351032	40351062
PHIP	chr6	78934419	79078254	-	79078186	79078236
PHKB	chr16	47461123	47701523	+	47461294	47461378
PHKG1	chr7	56080283	56092996	-	56087643	56087693
PHKG2	chr16	30748293	30761176	+	30752493	30752543
PHLDA1	chr12	76025447	76031776	-	76031726	76031776
PHLDA2	chr11	2928201	2929383	-	2929405	2929455
PHLDB1	chr11	118606440	118658031	+	118635023	118635073
PHLDB2	chr3	111732497	111976517	+	111732496	111732546
PHLDB3	chr19	43474954	43504935	-	43497778	43497828
PHLPP1	chr18	62715541	62980433	+	62715449	62715499
PHLPP2	chr16	71637835	71724701	-	71723832	71723882
PHOSPHO1	chr17	49223366	49230787	-	49230716	49230766
PHOSPHO2	chr2	169694454	169701708	+	169694453	169694503
PHOX2A	chr11	72239077	72245664	-	72244126	72244176
PHOX2B	chr4	41744082	41748725	-	41747659	41747709
PHPT1	chr9	136848724	136851027	+	136849425	136849475
PHRF1	chr11	576501	612474	+	576485	576535
PHTF2	chr7	77798792	77957503	+	77840179	77840229
PHYH	chr10	13277796	13302412	-	13299499	13299549
PHYHD1	chr9	128920966	128942041	+	128920965	128921015
PHYHIP	chr8	22219703	22232101	-	22227647	22227693
PHYHIPL	chr10	59176643	59247774	+	59177257	59177307
PHYKPL	chr5	178208471	178232802	-	178232741	178232791
PI15	chr8	74824534	74855029	+	74824785	74824835
PI16	chr6	36948263	36964837	+	36954432	36954482
PI3	chr20	45174902	45176544	+	45174875	45174925
PI4K2A	chr10	97640686	97676434	+	97640685	97640735
PI4K2B	chr4	25160663	25279204	+	25233974	25234024
PI4KA	chr22	20707691	20859417	-	20721368	20721418
PIANP	chr12	6693791	6700815	-	6700380	6700430
PIAS1	chr15	68054309	68198603	+	68181210	68181260
PIAS2	chr18	46803218	46920160	-	46907949	46907999
PIAS4	chr19	4007736	4039386	+	4007753	4007787
PIBF1	chr13	72782133	73016461	+	72884443	72884493
PICALM	chr11	85957175	86069882	-	86001108	86001158
PICK1	chr22	38056311	38075701	+	38056310	38056360
PID1	chr2	228850526	229271287	-	229245010	229245060
PIDD1	chr11	799179	809753	-	804625	804675
PIEZO1	chr16	88715338	88785220	-	88720423	88720473
PIEZO2	chr18	10666483	11149569	-	10701931	10701981
PIF1	chr15	64815632	64825668	-	64825618	64825668
PIGB	chr15	55318960	55355648	+	55318959	55319009
PIGBOS1	chr15	55317184	55319161	-	55319111	55319161
PIGF	chr2	46580937	46617055	-	46617005	46617055
PIGG	chr4	499210	540200	+	521889	521939
PIGH	chr14	67581955	67600286	-	67600215	67600267
PIGL	chr17	16217191	16351797	+	16317390	16317440
PIGN	chr18	61905255	62187118	-	62186988	62187038
PIGO	chr9	35088688	35096601	-	35096560	35096601
PIGP	chr21	37062846	37073170	-	37072673	37072811
PIGQ	chr16	566995	584109	+	569946	570017
PIGS	chr17	28553383	28571794	-	28571488	28571540
PIGT	chr20	45416084	45456934	+	45416109	45416159
